Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
2199,Alpha Innovations,Social Media,Men 18-24,60 Days,Youtube,0.03,9977,7.94,New York,Mandarin,762,9525,7,Health & Wellness,2021-01-09
2200,Nexgen Systems,Display,Women 25-34,30 Days,Email,0.06,13780,5.81,Los Angeles,German,193,2695,9,Tech Enthusiasts,2021-01-10
2201,Innovate Industries,Influencer,All Ages,30 Days,Email,0.13,14677,5.18,Miami,Mandarin,567,4474,1,Fashionistas,2021-01-11
2202,Datatech Solutions,Influencer,Men 18-24,60 Days,Website,0.09,6255,7.58,Miami,German,724,4337,5,Fashionistas,2021-01-12
2203,Techcorp,Social Media,Men 18-24,30 Days,Facebook,0.04,8133,3.14,Houston,English,977,1895,1,Health & Wellness,2021-01-13
2204,Alpha Innovations,Search,Women 25-34,30 Days,Website,0.04,6773,2.12,Houston,Spanish,110,6469,7,Tech Enthusiasts,2021-01-14
2205,Datatech Solutions,Email,Women 25-34,30 Days,Youtube,0.04,7122,2.02,Miami,English,772,5967,6,Foodies,2021-01-15
2206,Innovate Industries,Email,Women 35-44,45 Days,Email,0.07,19598,6.84,New York,Mandarin,246,5758,2,Fashionistas,2021-01-16
2207,Datatech Solutions,Social Media,Women 25-34,45 Days,Website,0.11,15798,4.75,Los Angeles,Spanish,616,7598,5,Outdoor Adventurers,2021-01-17
2208,Nexgen Systems,Influencer,Men 25-34,45 Days,Website,0.02,13170,3.01,Los Angeles,Mandarin,308,7725,2,Tech Enthusiasts,2021-01-18
2209,Innovate Industries,Social Media,Women 25-34,30 Days,Email,0.1,6867,5.24,New York,Spanish,462,9594,7,Tech Enthusiasts,2021-01-19
2210,Nexgen Systems,Email,Men 18-24,45 Days,Email,0.09,14247,3.9,New York,German,786,4885,10,Outdoor Adventurers,2021-01-20
2211,Datatech Solutions,Social Media,Men 25-34,15 Days,Instagram,0.07,19143,6.18,Houston,English,133,6695,5,Fashionistas,2021-01-21
2212,Techcorp,Display,All Ages,30 Days,Youtube,0.15,11999,6.14,Miami,Spanish,808,4611,4,Tech Enthusiasts,2021-01-22
2213,Alpha Innovations,Email,All Ages,45 Days,Youtube,0.07,6781,3.27,Houston,Mandarin,293,5727,6,Outdoor Adventurers,2021-01-23
2214,Alpha Innovations,Social Media,Women 25-34,60 Days,Website,0.07,10403,6.16,Los Angeles,Spanish,371,4879,7,Fashionistas,2021-01-24
2215,Alpha Innovations,Influencer,Men 18-24,60 Days,Youtube,0.07,14506,6.37,Chicago,Mandarin,774,7736,3,Health & Wellness,2021-01-25
2216,Nexgen Systems,Search,Men 18-24,15 Days,Email,0.01,14071,6.97,Chicago,English,750,1612,1,Fashionistas,2021-01-26
2217,Innovate Industries,Email,Men 18-24,60 Days,Youtube,0.02,19016,5.37,New York,Mandarin,688,2476,8,Outdoor Adventurers,2021-01-27
2218,Nexgen Systems,Display,Women 35-44,60 Days,Youtube,0.13,19690,3.36,Miami,German,715,1219,4,Fashionistas,2021-01-28
2219,Nexgen Systems,Influencer,Women 25-34,15 Days,Website,0.08,10402,2.54,Houston,English,502,8711,9,Tech Enthusiasts,2021-01-29
2220,Datatech Solutions,Social Media,Men 18-24,15 Days,Youtube,0.04,15063,6.02,Houston,German,167,3492,10,Outdoor Adventurers,2021-01-30
2221,Innovate Industries,Influencer,Women 35-44,60 Days,Facebook,0.09,5726,6.61,Chicago,Spanish,994,9968,7,Foodies,2021-01-31
2222,Datatech Solutions,Social Media,Women 25-34,30 Days,Youtube,0.01,17171,4.66,New York,Mandarin,528,9873,3,Health & Wellness,2021-02-01
2223,Nexgen Systems,Social Media,Men 25-34,45 Days,Website,0.05,16567,4.66,New York,Spanish,224,9023,1,Outdoor Adventurers,2021-02-02
2224,Nexgen Systems,Social Media,All Ages,30 Days,Website,0.02,10262,5.03,Chicago,Spanish,259,4082,4,Health & Wellness,2021-02-03
2225,Datatech Solutions,Display,Women 25-34,30 Days,Instagram,0.05,15986,2.53,Miami,Spanish,530,8170,10,Tech Enthusiasts,2021-02-04
2226,Datatech Solutions,Social Media,All Ages,60 Days,Instagram,0.11,15183,4.89,New York,Mandarin,920,4823,9,Tech Enthusiasts,2021-02-05
2227,Techcorp,Social Media,Men 18-24,15 Days,Google Ads,0.1,9376,3.91,Miami,German,847,9081,6,Foodies,2021-02-06
2228,Nexgen Systems,Influencer,Women 35-44,30 Days,Instagram,0.03,18232,6.5,Chicago,French,373,8439,10,Fashionistas,2021-02-07
2229,Innovate Industries,Social Media,Women 35-44,30 Days,Instagram,0.11,18456,6.62,New York,French,311,4844,10,Fashionistas,2021-02-08
2230,Innovate Industries,Email,Women 25-34,30 Days,Youtube,0.04,9698,5.71,Miami,Spanish,650,8673,7,Outdoor Adventurers,2021-02-09
2231,Techcorp,Display,Women 35-44,15 Days,Youtube,0.04,13976,4.34,Chicago,Spanish,996,1545,1,Fashionistas,2021-02-10
2232,Datatech Solutions,Email,Men 25-34,30 Days,Youtube,0.13,9188,6.78,Houston,German,880,4426,1,Foodies,2021-02-11
2233,Nexgen Systems,Search,Women 35-44,60 Days,Facebook,0.04,5785,3.66,New York,Spanish,699,5448,6,Fashionistas,2021-02-12
2234,Innovate Industries,Email,Men 18-24,30 Days,Instagram,0.11,18912,7.14,Los Angeles,Mandarin,808,2690,9,Health & Wellness,2021-02-13
2235,Techcorp,Influencer,Men 25-34,60 Days,Google Ads,0.12,8005,3.67,Chicago,French,366,8388,3,Foodies,2021-02-14
2236,Datatech Solutions,Display,All Ages,30 Days,Website,0.12,14403,2.67,Miami,German,270,6230,1,Tech Enthusiasts,2021-02-15
2237,Alpha Innovations,Email,All Ages,60 Days,Instagram,0.06,14288,3.37,New York,German,147,4409,3,Health & Wellness,2021-02-16
2238,Nexgen Systems,Search,Women 35-44,60 Days,Instagram,0.05,17872,4.45,Los Angeles,Spanish,176,4689,9,Outdoor Adventurers,2021-02-17
2239,Innovate Industries,Email,Men 18-24,30 Days,Facebook,0.13,7275,2.72,Houston,English,211,8935,6,Outdoor Adventurers,2021-02-18
2240,Datatech Solutions,Influencer,Men 18-24,30 Days,Email,0.15,8135,4.26,Houston,German,197,1156,10,Tech Enthusiasts,2021-02-19
2241,Nexgen Systems,Email,Women 25-34,60 Days,Google Ads,0.07,5199,4.97,Miami,German,642,2507,5,Tech Enthusiasts,2021-02-20
2242,Techcorp,Search,Men 18-24,15 Days,Instagram,0.08,5470,7.07,Miami,French,969,7544,8,Foodies,2021-02-21
2243,Nexgen Systems,Influencer,Men 25-34,45 Days,Facebook,0.02,10790,6.99,New York,Mandarin,706,2982,2,Tech Enthusiasts,2021-02-22
2244,Innovate Industries,Social Media,All Ages,60 Days,Youtube,0.06,10660,5.41,Los Angeles,Spanish,778,8797,4,Fashionistas,2021-02-23
2245,Innovate Industries,Social Media,All Ages,60 Days,Website,0.13,18131,6.57,Miami,German,447,5793,3,Outdoor Adventurers,2021-02-24
2246,Nexgen Systems,Influencer,Men 18-24,60 Days,Email,0.11,9063,5.33,New York,Spanish,596,8945,2,Tech Enthusiasts,2021-02-25
2247,Innovate Industries,Display,Men 18-24,60 Days,Email,0.04,6743,3.88,Los Angeles,German,598,9529,4,Health & Wellness,2021-02-26
2248,Alpha Innovations,Search,All Ages,30 Days,Google Ads,0.09,14294,7.19,Chicago,Spanish,170,1248,2,Outdoor Adventurers,2021-02-27
2249,Nexgen Systems,Display,All Ages,45 Days,Email,0.02,12025,4.23,New York,English,110,1464,2,Outdoor Adventurers,2021-02-28
2250,Alpha Innovations,Social Media,Women 25-34,30 Days,Email,0.1,7346,4.64,New York,Mandarin,869,6506,3,Foodies,2021-03-01
2251,Techcorp,Display,Women 35-44,45 Days,Youtube,0.08,19647,3.86,Chicago,German,573,5757,8,Health & Wellness,2021-03-02
2252,Nexgen Systems,Influencer,Women 35-44,15 Days,Email,0.08,17019,2.48,Houston,English,701,6685,4,Outdoor Adventurers,2021-03-03
2253,Innovate Industries,Social Media,Women 35-44,30 Days,Instagram,0.1,17736,5.9,Chicago,French,239,2931,9,Tech Enthusiasts,2021-03-04
2254,Alpha Innovations,Display,Women 35-44,15 Days,Facebook,0.03,9165,2.51,Los Angeles,English,869,4877,7,Tech Enthusiasts,2021-03-05
2255,Innovate Industries,Social Media,Women 25-34,60 Days,Youtube,0.13,17890,4.85,New York,Spanish,886,2856,4,Health & Wellness,2021-03-06
2256,Innovate Industries,Email,Women 25-34,30 Days,Facebook,0.07,13186,5.71,New York,German,748,8395,3,Foodies,2021-03-07
2257,Innovate Industries,Search,Men 18-24,30 Days,Youtube,0.11,19844,5.02,New York,English,939,8284,8,Tech Enthusiasts,2021-03-08
2258,Nexgen Systems,Search,All Ages,30 Days,Facebook,0.12,15446,2.56,Miami,French,546,5625,5,Fashionistas,2021-03-09
2259,Techcorp,Display,All Ages,15 Days,Instagram,0.1,8257,7.81,Miami,French,972,5247,8,Fashionistas,2021-03-10
2260,Innovate Industries,Social Media,Women 35-44,60 Days,Google Ads,0.08,8175,2.73,New York,English,580,3203,4,Fashionistas,2021-03-11
2261,Alpha Innovations,Influencer,Men 18-24,60 Days,Website,0.04,14895,5.89,Chicago,Mandarin,434,7639,5,Tech Enthusiasts,2021-03-12
2262,Techcorp,Influencer,Women 25-34,60 Days,Website,0.06,16370,3.97,Miami,English,378,9230,5,Outdoor Adventurers,2021-03-13
2263,Alpha Innovations,Email,Women 35-44,60 Days,Email,0.14,6516,5.9,Miami,French,275,8703,2,Outdoor Adventurers,2021-03-14
2264,Techcorp,Email,Women 35-44,45 Days,Youtube,0.08,10714,5.94,New York,German,435,4529,2,Tech Enthusiasts,2021-03-15
2265,Alpha Innovations,Search,Men 18-24,15 Days,Email,0.14,17422,5.18,Miami,Mandarin,538,2472,10,Foodies,2021-03-16
2266,Techcorp,Influencer,Women 35-44,30 Days,Instagram,0.07,16592,5.45,New York,Spanish,698,2804,7,Fashionistas,2021-03-17
2267,Nexgen Systems,Social Media,Men 25-34,45 Days,Google Ads,0.11,13201,4.86,Miami,German,622,3026,8,Outdoor Adventurers,2021-03-18
2268,Innovate Industries,Social Media,All Ages,30 Days,Youtube,0.05,7668,6.71,Houston,German,949,2415,4,Fashionistas,2021-03-19
2269,Techcorp,Influencer,Women 25-34,30 Days,Instagram,0.12,9875,7.74,Houston,Mandarin,807,8503,1,Outdoor Adventurers,2021-03-20
2270,Innovate Industries,Email,All Ages,15 Days,Website,0.03,11342,7.88,Miami,English,888,5107,8,Outdoor Adventurers,2021-03-21
2271,Datatech Solutions,Email,Men 18-24,45 Days,Google Ads,0.15,8319,7.49,Houston,Mandarin,110,1951,9,Health & Wellness,2021-03-22
2272,Techcorp,Email,All Ages,45 Days,Google Ads,0.12,7384,5.68,Chicago,German,523,1266,5,Health & Wellness,2021-03-23
2273,Datatech Solutions,Display,Men 25-34,30 Days,Facebook,0.13,18529,6.44,New York,English,477,1083,4,Fashionistas,2021-03-24
2274,Innovate Industries,Email,Men 18-24,30 Days,Facebook,0.05,19171,7.37,Houston,Mandarin,597,1319,10,Foodies,2021-03-25
2275,Datatech Solutions,Search,Men 25-34,60 Days,Instagram,0.1,13545,4.44,Houston,English,454,2794,5,Fashionistas,2021-03-26
2276,Innovate Industries,Social Media,Women 25-34,15 Days,Youtube,0.01,17071,3.97,Miami,Mandarin,318,5255,9,Fashionistas,2021-03-27
2277,Innovate Industries,Search,Women 35-44,60 Days,Google Ads,0.02,6555,3.27,Miami,French,664,1064,3,Tech Enthusiasts,2021-03-28
2278,Datatech Solutions,Display,Men 18-24,30 Days,Instagram,0.11,8078,7.16,Los Angeles,Spanish,990,9660,2,Fashionistas,2021-03-29
2279,Alpha Innovations,Influencer,Women 25-34,45 Days,Youtube,0.05,16839,4.89,Houston,Spanish,713,1044,10,Tech Enthusiasts,2021-03-30
2280,Nexgen Systems,Influencer,All Ages,60 Days,Facebook,0.11,19512,5.17,Houston,Mandarin,386,8986,4,Outdoor Adventurers,2021-03-31
2281,Datatech Solutions,Search,Women 35-44,60 Days,Email,0.1,18122,4.3,Houston,Mandarin,253,9161,1,Health & Wellness,2021-04-01
2282,Nexgen Systems,Email,Women 35-44,15 Days,Website,0.1,17790,3.83,Chicago,Spanish,1000,5932,7,Tech Enthusiasts,2021-04-02
2283,Techcorp,Social Media,Men 18-24,45 Days,Instagram,0.03,12449,7.05,Chicago,English,275,1542,3,Health & Wellness,2021-04-03
2284,Datatech Solutions,Social Media,Women 35-44,30 Days,Email,0.02,13793,3.56,Los Angeles,English,646,5062,10,Fashionistas,2021-04-04
2285,Innovate Industries,Influencer,Women 35-44,30 Days,Email,0.12,14690,3.72,Los Angeles,Spanish,995,2425,1,Fashionistas,2021-04-05
2286,Innovate Industries,Social Media,Men 18-24,45 Days,Email,0.02,10365,7.59,Houston,German,907,5326,1,Health & Wellness,2021-04-06
2287,Datatech Solutions,Influencer,Men 18-24,30 Days,Facebook,0.1,13600,6.58,New York,Mandarin,891,5901,3,Health & Wellness,2021-04-07
2288,Alpha Innovations,Influencer,Men 25-34,60 Days,Email,0.1,6652,3.35,Miami,Mandarin,955,8367,7,Health & Wellness,2021-04-08
2289,Alpha Innovations,Search,Women 25-34,60 Days,Google Ads,0.1,14853,6.1,Los Angeles,English,445,2152,5,Tech Enthusiasts,2021-04-09
2290,Datatech Solutions,Social Media,Men 25-34,45 Days,Email,0.05,8123,5.19,Los Angeles,Spanish,509,2862,8,Health & Wellness,2021-04-10
2291,Innovate Industries,Search,All Ages,15 Days,Website,0.09,13778,6.95,Los Angeles,French,830,4948,10,Tech Enthusiasts,2021-04-11
2292,Alpha Innovations,Display,Men 25-34,30 Days,Youtube,0.14,16489,2.32,New York,Mandarin,284,4935,6,Health & Wellness,2021-04-12
2293,Alpha Innovations,Display,Men 18-24,30 Days,Youtube,0.1,5127,6.36,Houston,French,519,5752,2,Tech Enthusiasts,2021-04-13
2294,Techcorp,Display,Men 25-34,30 Days,Email,0.15,6415,4.32,Miami,Mandarin,422,5986,2,Outdoor Adventurers,2021-04-14
2295,Innovate Industries,Search,Women 25-34,60 Days,Website,0.1,11724,7.9,Miami,English,222,4607,10,Fashionistas,2021-04-15
2296,Alpha Innovations,Display,All Ages,30 Days,Facebook,0.09,19571,3.28,Los Angeles,English,898,3164,7,Fashionistas,2021-04-16
2297,Nexgen Systems,Social Media,Men 18-24,30 Days,Google Ads,0.09,15837,3.53,Miami,French,138,6072,3,Tech Enthusiasts,2021-04-17
2298,Nexgen Systems,Search,Men 25-34,15 Days,Google Ads,0.08,16633,5.11,Chicago,Mandarin,706,2055,1,Foodies,2021-04-18
2299,Techcorp,Search,Men 25-34,30 Days,Facebook,0.05,14582,5.88,New York,French,576,8364,4,Outdoor Adventurers,2021-04-19
2300,Nexgen Systems,Display,Men 18-24,30 Days,Facebook,0.15,9150,5.21,Los Angeles,German,294,6708,2,Fashionistas,2021-04-20
2301,Techcorp,Social Media,Women 35-44,15 Days,Email,0.04,13572,2.67,Miami,English,343,1261,7,Fashionistas,2021-04-21
2302,Nexgen Systems,Email,Women 35-44,60 Days,Email,0.09,19732,7.87,New York,German,350,3717,5,Tech Enthusiasts,2021-04-22
2303,Techcorp,Display,All Ages,60 Days,Website,0.02,8126,2.79,Houston,French,100,9341,3,Health & Wellness,2021-04-23
2304,Alpha Innovations,Display,Women 25-34,60 Days,Instagram,0.1,17216,5.88,New York,German,633,5119,6,Outdoor Adventurers,2021-04-24
2305,Nexgen Systems,Influencer,Men 18-24,30 Days,Google Ads,0.05,5564,7.25,Houston,Spanish,662,7544,5,Fashionistas,2021-04-25
2306,Nexgen Systems,Influencer,Men 25-34,30 Days,Google Ads,0.12,13100,5.35,Chicago,Spanish,262,7322,6,Fashionistas,2021-04-26
2307,Innovate Industries,Search,Men 18-24,45 Days,Email,0.14,12068,2.82,Houston,German,533,5078,5,Outdoor Adventurers,2021-04-27
2308,Techcorp,Influencer,Men 18-24,30 Days,Facebook,0.09,12142,3.51,Houston,Mandarin,698,3263,6,Health & Wellness,2021-04-28
2309,Alpha Innovations,Search,Men 25-34,15 Days,Website,0.06,6222,2.76,New York,Mandarin,750,7076,6,Foodies,2021-04-29
2310,Datatech Solutions,Influencer,Women 25-34,15 Days,Email,0.07,18362,2.28,Chicago,German,909,9062,4,Health & Wellness,2021-04-30
2311,Innovate Industries,Email,Women 25-34,30 Days,Email,0.04,10264,3.58,Miami,Mandarin,550,4759,4,Tech Enthusiasts,2021-05-01
2312,Datatech Solutions,Email,Women 25-34,60 Days,Instagram,0.15,13470,5.86,Houston,French,141,2487,4,Tech Enthusiasts,2021-05-02
2313,Innovate Industries,Email,Women 25-34,60 Days,Facebook,0.05,19834,4.56,New York,English,815,3412,9,Outdoor Adventurers,2021-05-03
2314,Datatech Solutions,Display,Men 25-34,45 Days,Facebook,0.15,8185,4.57,New York,English,461,4216,3,Foodies,2021-05-04
2315,Innovate Industries,Display,Men 18-24,45 Days,Youtube,0.13,11728,7.5,Miami,Spanish,774,2423,6,Health & Wellness,2021-05-05
2316,Nexgen Systems,Influencer,Women 35-44,45 Days,Email,0.15,17745,7.72,Los Angeles,German,330,4118,5,Fashionistas,2021-05-06
2317,Datatech Solutions,Influencer,All Ages,45 Days,Email,0.12,14807,3.58,New York,Mandarin,756,1655,9,Foodies,2021-05-07
2318,Techcorp,Email,Women 25-34,60 Days,Website,0.08,5556,5.66,Chicago,German,531,3410,1,Foodies,2021-05-08
2319,Techcorp,Search,Men 25-34,60 Days,Instagram,0.03,12009,6.95,New York,English,265,9940,3,Foodies,2021-05-09
2320,Techcorp,Display,Men 18-24,60 Days,Website,0.01,11925,6.92,New York,Spanish,854,2980,8,Outdoor Adventurers,2021-05-10
2321,Alpha Innovations,Influencer,Men 18-24,30 Days,Facebook,0.04,18835,7.05,Chicago,English,488,1101,7,Foodies,2021-05-11
2322,Techcorp,Influencer,Women 35-44,60 Days,Website,0.09,14141,7.42,Chicago,Spanish,863,5569,3,Tech Enthusiasts,2021-05-12
2323,Nexgen Systems,Search,Men 25-34,45 Days,Instagram,0.03,18496,2.52,Los Angeles,Spanish,219,3342,1,Fashionistas,2021-05-13
2324,Datatech Solutions,Display,All Ages,45 Days,Youtube,0.09,12051,5.72,Miami,English,247,3788,1,Tech Enthusiasts,2021-05-14
2325,Innovate Industries,Social Media,Women 25-34,15 Days,Website,0.02,12952,4.77,Houston,French,503,6123,10,Health & Wellness,2021-05-15
2326,Alpha Innovations,Email,Men 18-24,45 Days,Instagram,0.01,17515,2.87,Miami,Mandarin,137,9382,7,Outdoor Adventurers,2021-05-16
2327,Innovate Industries,Search,Men 25-34,30 Days,Email,0.1,9056,4.53,New York,Mandarin,198,1859,9,Tech Enthusiasts,2021-05-17
2328,Innovate Industries,Influencer,Men 18-24,45 Days,Facebook,0.14,15346,6.63,Chicago,Spanish,144,5868,5,Tech Enthusiasts,2021-05-18
2329,Datatech Solutions,Influencer,Women 35-44,60 Days,Instagram,0.01,5705,3.07,Miami,Spanish,394,1777,9,Fashionistas,2021-05-19
2330,Nexgen Systems,Search,All Ages,15 Days,Website,0.11,17273,6.36,New York,Mandarin,591,5782,6,Fashionistas,2021-05-20
2331,Techcorp,Social Media,Men 18-24,15 Days,Youtube,0.11,8913,6.05,New York,English,584,1416,7,Foodies,2021-05-21
2332,Datatech Solutions,Influencer,All Ages,60 Days,Facebook,0.02,15554,6.71,Los Angeles,Spanish,232,7129,10,Foodies,2021-05-22
2333,Nexgen Systems,Search,Men 25-34,30 Days,Website,0.06,9573,7.65,Los Angeles,German,210,4510,2,Health & Wellness,2021-05-23
2334,Innovate Industries,Search,All Ages,60 Days,Youtube,0.07,10257,6.16,Houston,English,786,2647,7,Fashionistas,2021-05-24
2335,Techcorp,Social Media,Men 25-34,45 Days,Website,0.08,6177,5.71,Chicago,Mandarin,679,7291,5,Tech Enthusiasts,2021-05-25
2336,Innovate Industries,Display,Women 25-34,15 Days,Youtube,0.05,7625,4.0,Chicago,English,120,7429,8,Tech Enthusiasts,2021-05-26
2337,Innovate Industries,Email,Women 25-34,30 Days,Google Ads,0.13,12360,4.22,Los Angeles,Mandarin,833,9366,2,Fashionistas,2021-05-27
2338,Techcorp,Search,Men 25-34,45 Days,Email,0.14,11636,6.59,Chicago,Mandarin,319,8320,3,Fashionistas,2021-05-28
2339,Techcorp,Influencer,Women 35-44,45 Days,Website,0.12,14417,7.28,New York,Spanish,992,2661,6,Tech Enthusiasts,2021-05-29
2340,Techcorp,Search,Men 18-24,30 Days,Website,0.14,11249,7.47,Los Angeles,Mandarin,357,6718,9,Tech Enthusiasts,2021-05-30
2341,Innovate Industries,Social Media,Men 18-24,45 Days,Facebook,0.07,9975,7.31,Los Angeles,English,694,6691,10,Health & Wellness,2021-05-31
2342,Nexgen Systems,Email,Women 25-34,60 Days,Website,0.04,19131,5.02,Chicago,Spanish,309,4863,1,Foodies,2021-06-01
2343,Datatech Solutions,Influencer,Men 18-24,15 Days,Website,0.03,8674,5.47,Miami,Spanish,303,2248,2,Fashionistas,2021-06-02
2344,Datatech Solutions,Search,Women 35-44,15 Days,Facebook,0.13,6480,4.6,Houston,Spanish,378,8755,2,Foodies,2021-06-03
2345,Datatech Solutions,Search,Women 25-34,60 Days,Website,0.14,7694,5.78,New York,English,217,2541,7,Health & Wellness,2021-06-04
2346,Datatech Solutions,Email,Women 25-34,15 Days,Email,0.07,14700,3.79,Los Angeles,German,358,4353,7,Foodies,2021-06-05
2347,Nexgen Systems,Influencer,Men 18-24,45 Days,Website,0.02,17991,6.95,New York,Mandarin,128,7169,6,Health & Wellness,2021-06-06
2348,Innovate Industries,Search,Men 25-34,45 Days,Website,0.03,14680,4.3,Miami,Spanish,759,4899,1,Foodies,2021-06-07
2349,Nexgen Systems,Email,Women 25-34,60 Days,Youtube,0.05,9922,2.42,New York,English,811,6475,2,Foodies,2021-06-08
2350,Nexgen Systems,Display,Women 25-34,60 Days,Facebook,0.08,15690,2.7,Houston,German,951,3293,1,Foodies,2021-06-09
2351,Datatech Solutions,Influencer,Women 25-34,15 Days,Facebook,0.07,11107,2.87,Miami,English,745,4749,8,Tech Enthusiasts,2021-06-10
2352,Datatech Solutions,Email,Men 18-24,45 Days,Youtube,0.04,19398,4.18,Los Angeles,Spanish,180,6423,9,Health & Wellness,2021-06-11
2353,Innovate Industries,Display,Men 18-24,60 Days,Youtube,0.06,12301,3.99,Miami,Mandarin,460,3953,9,Foodies,2021-06-12
2354,Alpha Innovations,Search,All Ages,30 Days,Youtube,0.14,19314,4.32,Miami,English,477,8715,2,Foodies,2021-06-13
2355,Techcorp,Social Media,All Ages,30 Days,Facebook,0.14,5225,7.67,Houston,Mandarin,806,8343,3,Outdoor Adventurers,2021-06-14
2356,Datatech Solutions,Display,Women 35-44,60 Days,Email,0.06,10609,6.15,Miami,English,596,7174,1,Foodies,2021-06-15
2357,Innovate Industries,Influencer,Women 25-34,30 Days,Facebook,0.08,19632,2.59,New York,English,943,8046,10,Outdoor Adventurers,2021-06-16
2358,Datatech Solutions,Influencer,Men 25-34,15 Days,Facebook,0.14,18392,5.32,Los Angeles,Spanish,531,4575,4,Tech Enthusiasts,2021-06-17
2359,Innovate Industries,Display,Women 35-44,45 Days,Instagram,0.11,12012,4.97,Chicago,Spanish,509,1852,6,Tech Enthusiasts,2021-06-18
2360,Alpha Innovations,Search,All Ages,45 Days,Facebook,0.12,13960,6.56,New York,French,311,5035,5,Outdoor Adventurers,2021-06-19
2361,Alpha Innovations,Influencer,Men 18-24,60 Days,Facebook,0.04,6436,7.76,Houston,Mandarin,843,2343,1,Fashionistas,2021-06-20
2362,Techcorp,Display,All Ages,60 Days,Instagram,0.1,19546,6.31,Chicago,French,570,7277,1,Tech Enthusiasts,2021-06-21
